,rank,finalWorth,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,gender,birthDate,hdi_rank_2021,hdi,life_expectancy,expected_years_schooling,mean_years_schooling,gni_per_capita,hdi_tier,gdp_2022,tax_rev_2021,edu_primary_2022,edu_tertiary_2022
109,108,15800000000,Peter Woo,76.0,"Hong Kong, China (SAR)",Hong Kong,Real estate,Real Estate,Hong Kong,False,M,1946-09-05 00:00:00,4.0,0.952,85.5,17.3,12.2,62607.0,Very high,359838598806.091,,103.451057434082,104.223243713379
110,112,15600000000,Dilip Shanghvi,67.0,India,Mumbai,Pharmaceuticals,Healthcare,India,True,M,1955-10-01 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
111,113,15500000000,Robert Pera,45.0,United States,San Jose,Wireless networking,Technology,United States,True,M,1978-03-10 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
112,114,15300000000,Radhakishan Damani,68.0,India,Mumbai,"Retail, investments",Fashion & Retail,India,True,M,1955-01-01 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
113,115,15200000000,Huang Shilin,56.0,China,Ningde,Batteries,Automotive,China,True,M,1967-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
114,116,14900000000,Dhanin Chearavanont,83.0,Thailand,Bangkok,Diversified,Diversified,Thailand,False,M,1939-04-19 00:00:00,66.0,0.8,78.7,15.9,8.7,17030.0,High,495340592811.188,14.3241419736655,101.586883544922,49.135627746582
115,116,14900000000,David Green & family,81.0,United States,Oklahoma City,Retail,Fashion & Retail,United States,True,M,1941-11-13 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
116,118,14800000000,Charoen Sirivadhanabhakdi,78.0,Thailand,Bangkok,"Alcohol, real estate",Food & Beverage,Thailand,True,M,1944-05-02 00:00:00,66.0,0.8,78.7,15.9,8.7,17030.0,High,495340592811.188,14.3241419736655,101.586883544922,49.135627746582
117,119,14700000000,Charlene de Carvalho-Heineken & family,68.0,United Kingdom,London,Heineken,Food & Beverage,Netherlands,False,F,1954-06-30 00:00:00,18.0,0.929,80.7,17.3,13.4,45225.0,Very high,3070667732359.21,26.3806653552082,102.179847717285,77.0131607055664
118,120,14600000000,Xu Hang,60.0,China,Shenzhen,Medical devices,Healthcare,Hong Kong,True,M,1962-05-22 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
119,121,14500000000,Wei Jianjun & family,59.0,China,Baoding,Automobiles,Automotive,China,True,M,1964-03-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
120,122,14400000000,Alisher Usmanov,69.0,Uzbekistan,Tashkent,"Steel, telecom, investments",Metals & Mining,Russia,True,M,1953-09-09 00:00:00,101.0,0.727,70.9,12.5,11.9,7917.0,High,80391853884.764,14.7858679125642,94.1939697265625,31.5291271209717
121,123,14300000000,Goh Cheng Liang,95.0,Singapore,Singapore,Paints,Manufacturing,Singapore,True,M,1927-06-27 00:00:00,12.0,0.939,82.8,16.5,11.9,90919.0,Very high,466788539651.836,13.1247408118083,99.8746490478516,97.0989074707031
122,124,14200000000,Kumar Birla,55.0,India,Mumbai,Commodities,Diversified,India,False,M,1967-06-14 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
123,124,14200000000,Aliko Dangote,65.0,Nigeria,Lagos,"Cement, sugar",Manufacturing,Nigeria,True,M,1957-04-10 00:00:00,163.0,0.535,52.7,10.1,7.2,4790.0,Low,477386120635.845,,86.7234268188477,11.8107748031616
124,126,14100000000,Kwong Siu-hing,93.0,"Hong Kong, China (SAR)",Hong Kong,Real estate,Real Estate,Hong Kong,False,F,1929-12-02 00:00:00,4.0,0.952,85.5,17.3,12.2,62607.0,Very high,359838598806.091,,103.451057434082,104.223243713379
125,127,14000000000,Idan Ofer,67.0,United Kingdom,London,Shipping,Diversified,Israel,False,M,1955-10-02 00:00:00,18.0,0.929,80.7,17.3,13.4,45225.0,Very high,3070667732359.21,26.3806653552082,102.179847717285,77.0131607055664
126,128,13900000000,Chen Bang,57.0,China,Changsha,Hospitals,Healthcare,China,True,M,1965-09-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
127,128,13900000000,Lui Che Woo,94.0,"Hong Kong, China (SAR)",Hong Kong,Casinos/hotels,Gambling & Casinos,Hong Kong,True,M,1929-04-01 00:00:00,4.0,0.952,85.5,17.3,12.2,62607.0,Very high,359838598806.091,,103.451057434082,104.223243713379
128,130,13700000000,John Fredriksen,78.0,United Kingdom,London,Shipping,Logistics,Cyprus,True,M,1945-02-01 00:00:00,18.0,0.929,80.7,17.3,13.4,45225.0,Very high,3070667732359.21,26.3806653552082,102.179847717285,77.0131607055664
129,130,13700000000,Diane Hendricks,76.0,United States,Afton,Building supplies,Construction & Engineering,United States,True,F,1947-03-02 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
130,130,13700000000,Jan Koum,47.0,United States,Atherton,WhatsApp,Technology,United States,True,M,1976-02-24 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
131,133,13300000000,Jerry Jones,80.0,United States,Dallas,Dallas Cowboys,Sports,United States,True,M,1942-10-13 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
132,133,13300000000,George Kaiser,80.0,United States,Tulsa,"Oil & gas, banking",Energy,United States,False,M,1942-07-29 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
133,133,13300000000,Joseph Lau,71.0,"Hong Kong, China (SAR)",Hong Kong,Real estate,Real Estate,Hong Kong,True,M,1951-07-21 00:00:00,4.0,0.952,85.5,17.3,12.2,62607.0,Very high,359838598806.091,,103.451057434082,104.223243713379
134,136,13200000000,Lu Xiangyang,60.0,China,Guangzhou,"Automobiles, batteries",Automotive,China,True,M,1962-12-28 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
135,137,13100000000,Harry Triguboff,90.0,Australia,Sydney,Real estate,Real Estate,Australia,True,M,1933-03-03 00:00:00,5.0,0.951,84.5,21.1,12.7,49238.0,Very high,1675418665067.09,23.1275046036399,99.9291534423828,112.688293457031
136,138,12900000000,Uday Kotak,64.0,India,Mumbai,Banking,Finance & Investments,India,True,M,1959-03-15 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
137,138,12900000000,Stanley Kroenke,75.0,United States,Electra,"Sports, real estate",Sports,United States,True,M,1947-07-29 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
138,140,12600000000,Mikhail Fridman,58.0,United Kingdom,London,"Oil, banking, telecom",Energy,Russia,True,M,1964-04-21 00:00:00,18.0,0.929,80.7,17.3,13.4,45225.0,Very high,3070667732359.21,26.3806653552082,102.179847717285,77.0131607055664
139,141,12300000000,Sarath Ratanavadi,57.0,Thailand,Bangkok,Energy,Energy,Thailand,True,M,1965-07-12 00:00:00,66.0,0.8,78.7,15.9,8.7,17030.0,High,495340592811.188,14.3241419736655,101.586883544922,49.135627746582
140,142,12200000000,Dang Yanbao,50.0,China,Yinchuan,Coal,Metals & Mining,China,True,M,1973-02-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
141,142,12200000000,Jiang Rensheng & family,69.0,China,Chongqing,Vaccines,Healthcare,China,True,M,1953-10-08 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
142,144,12100000000,Shahid Khan,72.0,United States,Naples,Auto parts,Automotive,United States,True,M,1950-07-18 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
143,145,12000000000,Laurene Powell Jobs & family,59.0,United States,Palo Alto,"Apple, Disney",Technology,United States,False,F,1963-11-06 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
144,146,11800000000,Robert Kuok,99.0,"Hong Kong, China (SAR)",Hong Kong,"Palm oil, shipping, property",Diversified,Malaysia,True,M,1923-10-06 00:00:00,4.0,0.952,85.5,17.3,12.2,62607.0,Very high,359838598806.091,,103.451057434082,104.223243713379
145,147,11600000000,Stephen Ross,82.0,United States,New York,Real estate,Real Estate,United States,True,M,1940-05-10 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
146,148,11500000000,Pavel Durov,38.0,United Arab Emirates,Dubai,Messaging app,Technology,United Arab Emirates,True,M,1984-10-10 00:00:00,26.0,0.911,78.7,15.7,12.7,62574.0,Very high,507534921715.453,0.535446408543777,115.833160400391,52.7062187194824
147,148,11500000000,Andreas Struengmann & family,73.0,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,True,M,1950-02-16 00:00:00,9.0,0.942,80.6,17.0,14.1,54534.0,Very high,4072191736089.51,11.2252932602207,101.346549987793,75.6655426025391
148,148,11500000000,Thomas Struengmann & family,73.0,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,True,M,1950-02-16 00:00:00,9.0,0.942,80.6,17.0,14.1,54534.0,Very high,4072191736089.51,11.2252932602207,101.346549987793,75.6655426025391
149,151,11400000000,Liu Hanyuan,59.0,China,Chengdu,Agribusiness,Food & Beverage,China,True,M,1964-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
150,151,11400000000,Michael Rubin,50.0,United States,Bryn Mawr,Online retail,Fashion & Retail,United States,True,M,1972-07-21 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
151,153,11300000000,Israel Englander,74.0,United States,New York,Hedge funds,Finance & Investments,United States,True,M,1948-09-30 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
152,153,11300000000,Viatcheslav Kantor,69.0,Israel,Herzliya,"Fertilizer, real estate",Manufacturing,Russia,True,M,1953-09-08 00:00:00,22.0,0.919,82.3,16.1,13.3,41524.0,Very high,522033446211.625,24.6154201086698,96.2489776611328,58.9942817687988
153,153,11300000000,Anthony Pratt,62.0,Australia,Melbourne,Manufacturing,Manufacturing,Australia,False,M,1960-04-11 00:00:00,5.0,0.951,84.5,21.1,12.7,49238.0,Very high,1675418665067.09,23.1275046036399,99.9291534423828,112.688293457031
154,153,11300000000,Mikhail Prokhorov,57.0,Switzerland,Frauenfeld,Investments,Finance & Investments,Russia,True,M,1965-05-03 00:00:00,1.0,0.962,84.0,16.5,13.9,66933.0,Very high,807706035351.75,10.2546515115504,101.478240966797,71.893928527832
155,157,11100000000,Giorgio Armani,88.0,Italy,Milan,Luxury goods,Fashion & Retail,Italy,True,M,1934-07-11 00:00:00,30.0,0.895,82.9,16.2,10.7,42840.0,Very high,2010431598465.38,25.410541533435,101.617156982422,71.2871170043945
156,157,11100000000,Johann Rupert & family,72.0,South Africa,Cape Town,Luxury goods,Fashion & Retail,South Africa,False,M,1950-06-01 00:00:00,109.0,0.713,62.3,13.6,11.4,12948.0,High,405869718462.343,25.915782055139,98.1153106689453,25.2390804290771
157,159,11000000000,Gong Hongjia & family,58.0,"Hong Kong, China (SAR)",Hong Kong,Video surveillance,Finance & Investments,Hong Kong,True,M,1965-01-01 00:00:00,4.0,0.952,85.5,17.3,12.2,62607.0,Very high,359838598806.091,,103.451057434082,104.223243713379
158,159,11000000000,Zhang Zhidong,51.0,China,Shenzhen,Internet media,Technology,China,True,M,1972-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
159,161,10900000000,Philip Anschutz,83.0,United States,Denver,"Energy, sports, entertainment",Finance & Investments,United States,False,M,1939-12-28 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
160,161,10900000000,Judy Love & family,85.0,United States,Oklahoma City,Gas stations,Fashion & Retail,United States,True,F,1937-06-17 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
161,161,10900000000,Ricardo Salinas Pliego & family,67.0,Mexico,Mexico City,"Retail, media",Fashion & Retail,Mexico,False,M,1955-10-19 00:00:00,86.0,0.758,70.2,14.9,9.2,17896.0,High,1414187193992.25,13.8720298113292,103.358810424805,45.6506195068359
162,164,10700000000,Donald Newhouse,93.0,United States,New York,Media,Media & Entertainment,United States,False,M,1929-08-05 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
163,165,10600000000,Robert Kraft,81.0,United States,Brookline,"Manufacturing, New England Patriots",Sports,United States,True,M,1941-06-05 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
164,165,10600000000,Marcel Herrmann Telles,73.0,Brazil,Sao Paulo,Beer,Food & Beverage,Brazil,True,M,1950-01-01 00:00:00,87.0,0.754,72.8,15.6,8.1,14370.0,High,1920095560995.06,14.316847461319,103.4716796875,56.8306198120117
165,167,10500000000,Suleiman Kerimov & family,57.0,Russian Federation,Moscow,Gold,Finance & Investments,Russia,True,M,1966-03-12 00:00:00,52.0,0.822,69.4,15.8,12.8,27166.0,Very high,2240422438363.27,11.6475664289146,104.132827758789,83.3284912109375
166,167,10500000000,Sky Xu,39.0,China,Guangzhou,E-commerce,Fashion & Retail,China,True,M,1984-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
167,167,10500000000,Changpeng Zhao,45.0,United Arab Emirates,Dubai,Cryptocurrency exchange,Finance & Investments,Canada,True,M,1977-09-10 00:00:00,26.0,0.911,78.7,15.7,12.7,62574.0,Very high,507534921715.453,0.535446408543777,115.833160400391,52.7062187194824
168,170,10300000000,Andrew Beal,70.0,United States,Dallas,"Banks, real estate",Finance & Investments,United States,True,M,1952-11-29 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
169,171,10200000000,Mike Cannon-Brookes,43.0,Australia,Sydney,Software,Technology,Australia,True,M,1979-11-17 00:00:00,5.0,0.951,84.5,21.1,12.7,49238.0,Very high,1675418665067.09,23.1275046036399,99.9291534423828,112.688293457031
170,171,10200000000,Carl Cook,60.0,United States,Bloomington,Medical devices,Healthcare,United States,False,M,1962-08-19 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
171,171,10200000000,David Duffield,82.0,United States,Incline Village,Business software,Technology,United States,True,M,1940-09-21 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
172,171,10200000000,Jeffery Hildebrand,64.0,United States,Houston,Oil,Energy,United States,True,M,1959-03-05 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
173,171,10200000000,Viktor Rashnikov,74.0,Russian Federation,Magnitogorsk,Steel,Manufacturing,Russia,True,M,1948-10-13 00:00:00,52.0,0.822,69.4,15.8,12.8,27166.0,Very high,2240422438363.27,11.6475664289146,104.132827758789,83.3284912109375
174,171,10200000000,Eduardo Saverin,41.0,Singapore,Singapore,Facebook,Technology,Brazil,True,M,1982-03-19 00:00:00,12.0,0.939,82.8,16.5,11.9,90919.0,Very high,466788539651.836,13.1247408118083,99.8746490478516,97.0989074707031
175,171,10200000000,Georg Schaeffler,58.0,Germany,Herzogenaurach,Auto parts,Automotive,Germany,False,M,1964-10-19 00:00:00,9.0,0.942,80.6,17.0,14.1,54534.0,Very high,4072191736089.51,11.2252932602207,101.346549987793,75.6655426025391
176,171,10200000000,Christy Walton,74.0,United States,Jackson,Walmart,Fashion & Retail,United States,False,F,1949-02-08 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
177,179,10100000000,Scott Farquhar,43.0,Australia,Sydney,Software,Technology,Australia,True,M,1979-12-17 00:00:00,5.0,0.951,84.5,21.1,12.7,49238.0,Very high,1675418665067.09,23.1275046036399,99.9291534423828,112.688293457031
178,179,10100000000,Quek Leng Chan,81.0,Malaysia,Kuala Lumpur,"Banking, property",Diversified,Malaysia,False,M,1941-08-12 00:00:00,62.0,0.803,74.9,13.3,10.6,26658.0,Very high,406305924656.071,11.2402377281295,97.7554931640625,40.2706604003906
179,179,10100000000,Wu Yajun,59.0,China,Beijing,Real estate,Real Estate,China,True,F,1964-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
180,182,10000000000,Autry Stephens,85.0,United States,Midland,Oil,Energy,United States,True,M,1938-03-08 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
181,183,9900000000,Liu Yongxing,74.0,China,Shanghai,Diversified,Service,China,True,M,1948-06-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
182,184,9800000000,Vinod Adani,74.0,United Arab Emirates,Dubai,"Infrastructure, commodities",Diversified,Cyprus,True,M,1949-01-10 00:00:00,26.0,0.911,78.7,15.7,12.7,62574.0,Very high,507534921715.453,0.535446408543777,115.833160400391,52.7062187194824
183,184,9800000000,Nicolas Puech,80.0,Switzerland,Martigny,Hermes,Fashion & Retail,France,False,M,1943-01-29 00:00:00,1.0,0.962,84.0,16.5,13.9,66933.0,Very high,807706035351.75,10.2546515115504,101.478240966797,71.893928527832
184,184,9800000000,"Jacques Saadé, Jr.",51.0,France,Marseille,Shipping,Logistics,France,False,M,1971-08-10 00:00:00,28.0,0.903,82.5,15.8,11.6,45937.0,Very high,2782905325624.52,23.9683390180217,102.744186401367,68.974853515625
185,184,9800000000,Rodolphe Saadé,53.0,France,Marseille,Shipping,Logistics,France,False,M,1970-03-03 00:00:00,28.0,0.903,82.5,15.8,11.6,45937.0,Very high,2782905325624.52,23.9683390180217,102.744186401367,68.974853515625
186,184,9800000000,Tanya Saadé Zeenny,55.0,France,Marseille,Shipping,Logistics,France,False,F,1968-02-01 00:00:00,28.0,0.903,82.5,15.8,11.6,45937.0,Very high,2782905325624.52,23.9683390180217,102.744186401367,68.974853515625
187,184,9800000000,Melker Schorling & family,75.0,Sweden,Stockholm,Investments,Finance & Investments,Sweden,True,M,1947-05-15 00:00:00,7.0,0.947,83.0,19.4,12.6,54489.0,Very high,585939170123.856,27.3368192104049,117.347633361816,85.9426193237305
188,190,9700000000,Andrei Guriev & family,63.0,Russian Federation,Moscow,Fertilizers,Manufacturing,Russia,True,M,1960-03-24 00:00:00,52.0,0.822,69.4,15.8,12.8,27166.0,Very high,2240422438363.27,11.6475664289146,104.132827758789,83.3284912109375
189,190,9700000000,Michael Kim,59.0,Korea (Republic of),Seoul,Private equity,Finance & Investments,United States,True,M,1963-10-01 00:00:00,19.0,0.925,83.7,16.5,12.5,44501.0,Very high,1665245538594.96,16.803723607088,98.67578125,100.317680358887
190,190,9700000000,Lei Jun,53.0,China,Beijing,Smartphones,Technology,China,True,M,1969-12-16 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
